numMC,PL,callday, maxloss,,-0.11%,0.864%
278,-0.0013137,183,-0.0015678,,,
279,-0.00135392,913,-0.00692867,,,
280,-0.000637899,183,-0.00319916,,,
281,-0.000477624,183,-0.0008297,,,
282,-0.00305755,367,-0.0041783,,,
283,-0.0059086,1097,-0.00685937,,,
284,-0.00108628,183,-0.00168604,,,
285,0.000587467,183,-0.00170209,,,
286,0.00118911,183,-0.00229946,,,
287,-0.00905206,367,-0.00905206,,,
288,0.00226856,1097,-0.00481951,,,
289,-0.000286093,183,-0.00392302,,,
290,-0.00148953,183,-0.00153029,,,
291,0.000937397,1097,-0.00407984,,,
292,-0.000857666,183,-0.00118354,,,
293,-0.00368595,183,-0.00368595,,,
294,-0.0190412,183,-0.0190412,,,
295,-0.00062956,183,-0.00240835,,,
296,0.00178026,183,-0.000483758,,,
297,4.18E-05,183,-0.000838808,,,
298,0.00307693,183,-0.00021407,,,
299,-0.00260855,183,-0.00305009,,,
300,0.00118396,183,-0.00182638,,,
301,-0.00399181,183,-0.00557552,,,
302,0.0022871,183,0,,,
303,-0.00153485,183,-0.00264715,,,
304,-0.00658094,183,-0.00658094,,,
305,-0.0267283,1097,-0.0285016,,,
306,-0.00471338,183,-0.00471338,,,
307,-0.0121455,367,-0.0121455,,,
308,-0.000668852,183,-0.00105296,,,
309,-0.000513521,183,-0.000825819,,,
310,-0.00216454,183,-0.00216454,,,
311,0.000992034,183,-0.000353347,,,
312,0.000351617,183,-0.00241765,,,
313,0.00115815,548,-0.00428403,,,
314,0.0026454,183,-0.00257764,,,
315,-0.000178558,183,-0.000999715,,,
316,0.00516294,1097,-0.00239396,,,
317,0.0010993,183,-0.000121148,,,
318,0.00242725,183,-0.000915557,,,
319,-0.00441964,183,-0.00589791,,,
320,0.000260293,183,-0.00476438,,,
321,0.00264727,183,-0.00103045,,,
322,-0.000252466,548,-0.00471929,,,
323,-0.0159586,1097,-0.0159586,,,
324,0.0022808,183,-0.000784512,,,
325,0.000245782,183,-0.00280349,,,
326,0.00139315,183,0,,,
327,0.000303767,183,-0.00208153,,,
328,0.0123881,367,-9.65E-05,,,
329,0.00356366,183,-0.00076504,,,
330,-5.46E-05,183,-0.00106453,,,
331,0.00318572,548,-0.00146537,,,
332,0.00980008,548,-0.000284372,,,
333,-0.00245087,183,-0.00275016,,,
334,-0.0150238,548,-0.0150238,,,
335,0.00214463,1097,-0.00463221,,,
336,-0.0292731,1097,-0.0297152,,,
337,-0.00104335,183,-0.00159591,,,
338,0.00664155,183,-0.000108179,,,
339,0.131217,1097,-0.0223035,,,
340,-0.00309208,183,-0.00375346,,,
341,0.00519781,183,-0.00171671,,,
342,7.36E-05,183,-0.000308709,,,
343,-0.00122259,183,-0.00263633,,,
344,0.000628732,183,-0.000187015,,,
345,-0.00239069,732,-0.00606072,,,
346,-0.00171186,183,-0.0033596,,,
347,-0.00223447,548,-0.0089546,,,
348,0.000110208,183,-0.00111146,,,
349,-0.00165095,183,-0.00362909,,,
350,0.000330314,183,-0.000161274,,,
351,-0.0012963,732,-0.00725815,,,
352,-0.00997716,548,-0.00997716,,,
353,0.000980505,183,-0.00052119,,,
354,0.00698151,367,-0.000890152,,,
355,0.000190376,183,-0.00170597,,,
356,-0.00206943,183,-0.00290185,,,
357,0.00190077,183,-0.000149132,,,
358,-0.000817682,183,-0.00200268,,,
359,0.0144419,183,-0.00121141,,,
360,0.00125044,183,-0.0001777,,,
361,-0.000492173,183,-0.00106446,,,
362,-0.00072308,1097,-0.00131061,,,
363,0.00108989,183,-0.000720732,,,
364,0.00183718,183,-0.0017176,,,
365,-0.00472491,367,-0.00472491,,,
366,0.00167972,183,0,,,
367,-0.00292341,183,-0.00313427,,,
368,-0.0014018,183,-0.00326828,,,
369,-0.000531746,183,-0.000848143,,,
370,-0.000796428,183,-0.00239293,,,
371,-0.00163802,183,-0.00218475,,,
372,-0.00217316,183,-0.00288339,,,
373,-0.00506542,183,-0.00556037,,,
374,-0.00352935,183,-0.00406697,,,
375,-0.0210874,183,-0.0210874,,,
376,-0.00682907,1097,-0.00884771,,,
377,-0.000286768,183,-0.00191211,,,
378,-0.00551328,183,-0.00640431,,,
379,0.00599665,183,-0.000920668,,,
380,0.00196617,183,-0.000879121,,,
381,-0.00101428,183,-0.00204309,,,
382,-0.00103264,548,-0.00654494,,,
383,0.00912453,183,-0.00115171,,,
384,-0.0297935,1097,-0.0315795,,,
385,0.000296413,183,-0.00228019,,,
386,0.00105579,183,-0.000670426,,,
387,0.00366868,183,0,,,
388,-0.000305233,183,-0.00208753,,,
389,-0.0038087,1097,-0.0047076,,,
390,-0.00184197,183,-0.00269041,,,
391,-0.0279841,183,-0.0279841,,,
392,-0.00287439,183,-0.00287439,,,
393,-0.00431666,732,-0.00455091,,,
394,-0.00118093,367,-0.0032764,,,
395,0.0121962,183,-0.0039492,,,
396,0.000839025,183,-0.00123964,,,
397,-0.0203471,1097,-0.0203471,,,
398,-0.00173089,183,-0.00331045,,,
399,-0.000690165,183,-0.000822905,,,
400,-0.00186387,183,-0.00287341,,,
401,-0.00236083,183,-0.00248929,,,
402,-0.00299174,183,-0.00299518,,,
403,0.00201275,183,-0.000993734,,,
404,0.00746372,183,-0.000811199,,,
405,-0.00088778,548,-0.00435556,,,
406,-0.00464113,183,-0.00464113,,,
407,-0.000916838,183,-0.00117662,,,
408,-0.000328562,183,-0.000461086,,,
409,-0.000189553,183,-0.00280999,,,
410,-0.00438027,183,-0.00440069,,,
411,-0.0263236,367,-0.0269675,,,
412,-0.00568045,183,-0.00628613,,,
413,0.00200341,183,-0.000376616,,,
414,-0.00382287,183,-0.00382783,,,
415,0.00324595,183,-0.000954336,,,
416,0.001958,548,-0.00281864,,,
417,0.000306404,183,-0.00028243,,,
418,0.0131993,1097,-0.00480472,,,
419,-0.00181537,367,-0.00364253,,,
420,0.000384526,183,0,,,
421,-0.000501366,183,-0.00276507,,,
422,-0.000790292,183,-0.00101233,,,
423,0.0030686,183,-0.000811559,,,
424,0.00172339,183,-0.000270992,,,
425,-0.00646747,183,-0.0114876,,,
426,-0.000354658,183,-0.00056522,,,
427,-0.00281759,183,-0.00281759,,,
428,0.00769392,183,-0.000396803,,,
429,-0.00460067,367,-0.00513116,,,
430,0.00120791,183,-0.000206197,,,
431,-0.0134856,367,-0.0164457,,,
432,0.000359305,183,-0.000263792,,,
433,0.00455617,367,-0.000148297,,,
434,0.00485117,548,-0.000125712,,,
435,-0.00580167,1097,-0.00580167,,,
436,-0.00164796,183,-0.00181869,,,
437,0.00272957,548,-0.00052486,,,
438,0.00350333,183,-0.000628972,,,
439,-0.0160881,1097,-0.0161714,,,
440,0.00214054,183,-2.24E-05,,,
441,0.0101793,183,-0.00449567,,,
442,0.00144012,183,-0.00251223,,,
443,-0.00827235,183,-0.00827235,,,
444,-0.00083977,183,-0.0048629,,,
445,0.000322543,183,-0.00062756,,,
446,0.00746969,183,-0.0039446,,,
447,-0.00108425,183,-0.00365861,,,
448,0.00194463,183,-0.000337786,,,
449,-0.00117132,548,-0.00208108,,,
450,0.00317392,183,-0.000368372,,,
451,-0.000880894,183,-0.00172389,,,
452,-0.00141223,183,-0.00155484,,,
453,-0.023289,183,-0.023289,,,
454,-0.00120423,183,-0.00122846,,,
455,0.00125416,183,-0.000147188,,,
456,-0.00278855,367,-0.00305164,,,
457,-0.000955265,183,-0.00120315,,,
458,0.00410788,183,-0.00409497,,,
459,0.00150912,183,-0.00176611,,,
460,-0.00316465,183,-0.00316465,,,
461,-0.0043349,183,-0.00436713,,,
462,0.00465708,183,-0.00132274,,,
463,-0.000179726,183,-0.000573075,,,
464,-0.0079457,183,-0.0079457,,,
465,-0.00100475,183,-0.00251595,,,
466,-6.88E-05,183,-0.00227931,,,
467,-0.00819839,1097,-0.0086338,,,
468,-0.00157255,183,-0.00629807,,,
469,0.00411871,183,-0.00330227,,,
470,-0.0031463,183,-0.00459413,,,
471,-0.00429814,183,-0.00433754,,,
472,-0.00247836,183,-0.00303104,,,
473,0.00909596,548,-0.00173678,,,
474,0.00342143,183,-0.000403107,,,
475,0.000194712,183,-0.0024612,,,
476,0.00329816,183,-0.000396858,,,
477,-0.00435493,1097,-0.00561007,,,
478,-0.000941014,183,-0.00110696,,,
479,0.000218232,1097,-0.00289137,,,
480,-0.00332598,367,-0.0064649,,,
481,0.00507585,183,-0.000545154,,,
482,-0.00199413,183,-0.00199413,,,
483,0.0013793,183,0,,,
484,0.00385125,1097,-0.00117915,,,
485,0.000702551,732,-0.00466789,,,
486,0.000612126,183,-0.000895294,,,
487,-0.0014148,183,-0.00200631,,,
488,-0.0019988,183,-0.00384179,,,
489,-0.000662679,183,-0.00115808,,,
490,-0.00110284,183,-0.00144961,,,
491,-0.000707594,1097,-0.0120113,,,
492,-0.00164722,183,-0.00169438,,,
493,-0.000129113,1097,-0.00271145,,,
494,0.00207894,183,-0.000853945,,,
495,-0.00574402,183,-0.00574402,,,
496,0.00212031,183,-0.00101978,,,
497,-0.00258069,183,-0.00313094,,,
498,0.00238217,183,-0.000616733,,,
499,-0.00448595,183,-0.00448595,,,
500,-0.00572821,183,-0.00572821,,,
501,-0.00166909,183,-0.00166909,,,
502,8.60E-05,183,-0.000449733,,,
503,0.00301845,183,-0.000405529,,,
504,0.00864074,183,-0.0010125,,,
505,0.00455178,548,-0.00199579,,,
506,-0.000256693,183,-0.00116642,,,
507,-0.00145516,183,-0.00410082,,,
508,-0.00744154,1097,-0.00764493,,,
509,0.00359441,183,-0.000406119,,,
510,-0.000119924,183,-0.000316648,,,
511,0.00146234,183,-0.000997562,,,
512,0.00837149,183,-0.000864395,,,
513,-0.0126059,732,-0.0144598,,,
514,0.0169617,913,-0.00137045,,,
515,-0.0015428,183,-0.00394596,,,
516,-0.000131147,183,-0.0019981,,,
517,0.000668717,183,0,,,
518,-0.000232614,183,-0.000476288,,,
519,-0.0010602,183,-0.00236177,,,
520,0.00747742,183,0,,,
521,-0.00774391,183,-0.00774391,,,
522,-0.00226133,367,-0.00536006,,,
523,-0.00355692,183,-0.00394589,,,
524,-0.00087101,183,-0.00129983,,,
525,0.00188544,183,-0.00056293,,,
526,0.00145796,183,-0.000608827,,,
527,0.00177914,183,-0.00067354,,,
528,-0.00407562,183,-0.00605985,,,
529,0.00327843,183,-0.00232409,,,
530,-0.000734293,183,-0.0033505,,,
531,-0.00789029,183,-0.0080346,,,
532,-0.00559935,183,-0.00577994,,,
533,-0.000740816,183,-0.0022414,,,
534,-0.00302205,183,-0.00371556,,,
535,-0.0137018,183,-0.0137018,,,
536,-0.0140131,183,-0.0140131,,,
537,0.00836436,1097,-0.00801895,,,
538,-0.00183457,183,-0.00187738,,,
539,-0.00456063,367,-0.00733723,,,
540,-0.00709932,183,-0.00796858,,,
541,-0.00211378,1097,-0.0091315,,,
542,-0.00924998,732,-0.0240958,,,
543,1.94E-05,183,-0.000949376,,,
544,0.000880933,183,-0.000102849,,,
545,-0.000396565,183,-0.00467468,,,
546,-0.00300066,183,-0.00310874,,,
547,-2.02E-05,183,-0.00032046,,,
548,-0.00399028,183,-0.0062813,,,
549,-0.00366981,183,-0.00496775,,,
550,4.97E-05,183,-0.000985578,,,
551,-0.00145128,183,-0.00178284,,,
552,0.00204459,367,-0.000345244,,,
553,-0.0018136,183,-0.0024971,,,
554,-0.0149446,183,-0.0149446,,,
555,0.00270376,183,-0.00721969,,,
556,0.0114019,732,-0.00558292,,,
557,0.0151932,1097,-0.000448519,,,
558,-0.00650504,183,-0.00650504,,,
559,-0.00315541,183,-0.00374204,,,
560,0.00257748,183,-0.000465165,,,
561,0.00280193,183,-0.000113442,,,
562,8.70E-05,183,-0.000934855,,,
563,-0.00162584,183,-0.00239137,,,
564,0.0027011,183,-0.000173321,,,
565,0.00155845,548,-0.000805123,,,
566,-0.00163436,183,-0.00203976,,,
567,0.00764244,367,-0.0015102,,,
568,-0.00572509,548,-0.00681805,,,
569,0.0099815,732,-0.000249914,,,
570,-0.00517512,367,-0.0066742,,,
571,0.00577092,1097,-0.00201938,,,
572,-0.00029084,183,-0.00212212,,,
573,-0.00166531,183,-0.0017637,,,
574,0.00393162,183,-0.000260197,,,
575,-0.00869548,1097,-0.00993758,,,
576,-0.00809387,183,-0.00809387,,,
577,-0.00261469,183,-0.00368296,,,
578,0.00578133,183,-0.000740868,,,
579,-0.00239848,183,-0.00426403,,,
580,0.000917279,183,-0.000657331,,,
581,0.00198611,183,-0.00062124,,,
582,-0.000929963,183,-0.00161394,,,
583,-0.00218871,183,-0.00267214,,,
584,-0.00444714,183,-0.00454426,,,
585,-0.000377434,183,-0.000931373,,,
586,0.000807552,183,-0.000372958,,,
587,0.000962702,183,-0.00121164,,,
588,-0.00398986,183,-0.00399866,,,
589,-0.00337427,183,-0.00338262,,,
590,0.0102959,367,-0.00188286,,,
591,-0.00516702,1097,-0.00722992,,,
592,0.00293209,183,-0.000643175,,,
593,0.000892833,183,-0.000583293,,,
594,2.44E-05,183,-0.000592519,,,
595,-7.39E-05,183,-0.00212228,,,
596,0.00128036,732,-0.00810674,,,
597,0.00105981,183,-0.000498954,,,
598,-0.000823052,183,-0.000941638,,,
599,0.00137259,183,-0.000580748,,,
600,0.000959004,183,-0.00367155,,,
601,0.00359351,183,-0.000343545,,,
602,-0.0017126,183,-0.00204343,,,
603,-0.00299235,367,-0.00412382,,,
604,-0.00308372,1097,-0.00467596,,,
605,-0.000635621,183,-0.00215642,,,
606,-0.000641679,183,-0.00216006,,,
607,-0.00126145,183,-0.00136097,,,
608,-0.00246012,183,-0.00458997,,,
609,0.00434643,367,-0.00243082,,,
610,-0.0024731,1097,-0.003342,,,
611,0.00465538,1097,-0.00074551,,,
612,-0.0149771,913,-0.0181643,,,
613,-0.00560638,913,-0.0141472,,,
614,-0.00273074,1097,-0.00779679,,,
615,0.000208886,183,-0.000371834,,,
616,0.00179484,183,-0.000206557,,,
617,-0.0129211,1097,-0.0129211,,,
618,-0.00151727,183,-0.0025126,,,
619,0.00212077,183,-0.000134019,,,
620,-0.00284001,732,-0.00467774,,,
621,0.00372207,183,-2.54E-05,,,
622,-0.00458922,367,-0.00613989,,,
623,0.000635009,183,-0.00278516,,,
624,0.00148813,183,-0.00225162,,,
625,-0.00707643,367,-0.00907418,,,
626,-0.000440314,183,-0.000440314,,,
627,-0.0154279,183,-0.0154279,,,
628,-0.00482183,367,-0.00936452,,,
629,0.00103075,183,-0.000283215,,,
630,-2.76E-05,183,-0.0019882,,,
631,0.00647702,183,-0.00157747,,,
632,-5.06E-05,183,-0.000609584,,,
633,0.0196651,183,-0.00118337,,,
634,-0.00149197,548,-0.00559131,,,
635,-0.00279867,183,-0.00289166,,,
636,-0.000313585,183,-0.000484771,,,
637,0.00159629,913,-0.00554382,,,
638,-0.0111656,183,-0.0111656,,,
639,-0.00383509,367,-0.00687006,,,
640,0.00105474,183,-0.00205144,,,
641,0.000948678,183,-0.000244638,,,
642,0.00023306,183,-0.000468747,,,
643,-0.0120085,1097,-0.0130957,,,
644,0.00411153,183,-0.000379931,,,
645,-0.00298212,183,-0.00301548,,,
646,-0.0199866,1097,-0.0205161,,,
647,-0.00313522,183,-0.0038133,,,
648,0.00179189,183,-0.000914551,,,
649,-0.000644572,183,-0.003073,,,
650,0.00429749,183,0,,,
651,-0.0136618,183,-0.0136618,,,
652,0.0149816,1097,0,,,
653,-0.00103077,183,-0.00231601,,,
654,0.00136252,367,-0.00124781,,,
655,0.00212619,183,-1.01E-05,,,
656,-0.00205313,183,-0.00565963,,,
657,0.00080396,183,-0.00443953,,,
658,-0.00357537,183,-0.00385896,,,
659,0.00918788,367,-0.00114577,,,
660,0.000813648,183,-0.000221775,,,
661,-0.00760757,913,-0.00927201,,,
662,-0.00046002,548,-0.000670906,,,
663,0.00199965,183,-0.00023923,,,
664,-0.00066208,183,-0.00249665,,,
665,-0.00222456,183,-0.00253232,,,
666,0.00331154,913,-0.00216744,,,
667,0.000697616,183,-0.00116719,,,
668,0.00178436,183,-0.000121053,,,
669,0.000379666,183,-0.00181119,,,
670,-0.00397192,183,-0.00406973,,,
671,-4.23E-05,183,-0.00221784,,,
672,0.0165938,1097,-0.00145111,,,
673,0.0166827,1097,-0.0108003,,,
