numMC,PL,callday, maxloss,,-0.11%,0.864%
1637,0.000826533,183,-0.00106349,,,
1638,0.00431258,183,-0.000870547,,,
1639,-0.00115947,548,-0.00364211,,,
1640,-0.000367667,183,-0.00118288,,,
1641,0.00205681,183,0,,,
1642,0.0049102,1097,-0.00332247,,,
1643,-0.00235704,183,-0.00277659,,,
1644,-0.00382633,183,-0.00417307,,,
1645,0.00631159,183,-0.000972092,,,
1646,-0.000869803,183,-0.000949328,,,
1647,-0.000707325,183,-0.000726894,,,
1648,-0.0032964,183,-0.0032964,,,
1649,0.0061893,548,-0.00576592,,,
1650,0.0028166,183,-0.00245738,,,
1651,-0.00277224,183,-0.00819269,,,
1652,-0.000237346,183,-0.00232033,,,
1653,0.00983428,367,-0.000664685,,,
1654,-0.00531722,367,-0.00972591,,,
1655,0.00232952,913,-0.00147874,,,
1656,0.00408583,183,-0.000132241,,,
1657,0.00213771,183,-0.00074814,,,
1658,-0.00720046,183,-0.00720046,,,
1659,-0.00358939,183,-0.00412151,,,
1660,-2.44E-05,1097,-0.0036876,,,
1661,0.000639086,183,-0.000547508,,,
1662,-0.00075239,183,-0.00135581,,,
1663,0.00819869,183,-0.00105641,,,
1664,-0.00390597,183,-0.00390597,,,
1665,0.00340402,183,-0.000380642,,,
1666,-0.00961406,183,-0.00961406,,,
1667,-0.00436194,183,-0.00439685,,,
1668,-0.0102379,1097,-0.0174637,,,
1669,0.00240664,183,-0.000947748,,,
1670,0.00383768,183,-0.000278308,,,
1671,-0.000557636,183,-0.000760622,,,
1672,-0.0101347,548,-0.0101347,,,
1673,0.00214179,183,-0.000114169,,,
1674,0.000728933,183,-0.000651705,,,
1675,0.000565738,183,-0.00227754,,,
1676,-0.0197061,183,-0.0197061,,,
1677,-0.000502293,183,-0.00327855,,,
1678,0.00741417,1097,-0.00167367,,,
1679,-0.0251207,183,-0.0251207,,,
1680,-0.00259064,548,-0.00353967,,,
1681,0.000530202,183,-0.00236589,,,
1682,-0.000255753,183,-0.000824316,,,
1683,-0.00251884,913,-0.00334094,,,
1684,0.00222569,183,-0.00152235,,,
1685,0.00960353,367,-0.00269964,,,
1686,-0.00395914,183,-0.00450465,,,
1687,-0.000964779,183,-0.0010023,,,
1688,-0.00514981,183,-0.00515292,,,
1689,-0.000109946,183,-0.000383628,,,
1690,-0.000759688,183,-0.0031493,,,
1691,-0.0171996,183,-0.0171996,,,
1692,0.000771761,548,-0.0037532,,,
1693,0.000455074,183,-0.00237942,,,
1694,5.28E-05,183,-0.00241751,,,
1695,-0.00171717,183,-0.00197719,,,
1696,-0.000523353,183,-0.00151617,,,
1697,0.00368055,1097,-0.000436806,,,
1698,0.00339674,183,-0.0015899,,,
1699,0.000560098,183,-0.000318212,,,
1700,0.00998858,913,-0.00868216,,,
1701,-0.00640511,367,-0.00640511,,,
1702,0.00152228,367,-0.00339689,,,
1703,-0.00114198,183,-0.00165444,,,
1704,0.00209153,183,-0.00257017,,,
1705,0.0086587,183,-0.00624971,,,
1706,0.0256036,548,-0.00285967,,,
1707,-0.00235303,183,-0.00275749,,,
1708,-0.0023951,183,-0.00396207,,,
1709,-0.0111079,183,-0.0111079,,,
1710,-0.000109864,183,-0.000794659,,,
1711,-0.0016967,183,-0.00302135,,,
1712,0.000741065,183,-0.00153205,,,
1713,-0.00469606,183,-0.00483611,,,
1714,0.00351733,1097,-0.00246192,,,
1715,0.000229081,183,-0.000882561,,,
1716,-0.00206029,183,-0.0026854,,,
1717,-0.00281884,367,-0.00392497,,,
1718,-0.000640739,183,-0.00211153,,,
1719,0.00308247,183,-0.00414899,,,
1720,0.00247839,183,-0.0011678,,,
1721,0.00507878,183,-0.00115231,,,
1722,0.000642068,183,0,,,
1723,-0.0187551,1097,-0.0193557,,,
1724,-0.00474525,183,-0.00501095,,,
1725,0.00508319,183,-0.00174932,,,
1726,0.000348657,183,-0.000753211,,,
1727,0.000356587,183,-0.000342733,,,
1728,-0.0195149,1097,-0.0251242,,,
1729,0.0251417,1097,-0.000573629,,,
1730,-0.000433003,183,-0.00322322,,,
1731,0.000174657,183,-0.000524517,,,
1732,0.00203638,183,-0.00219471,,,
1733,0.00276808,183,-0.000103175,,,
1734,0.0112193,1097,-0.00373998,,,
1735,-0.00536183,367,-0.00573359,,,
1736,-1.07E-05,183,-1.44E-05,,,
1737,-0.00175044,183,-0.00181307,,,
1738,-0.00331082,1097,-0.00345212,,,
1739,-0.00156647,183,-0.00215554,,,
1740,-0.00165579,183,-0.00262092,,,
1741,-0.0039466,183,-0.00441267,,,
1742,-0.00265885,183,-0.00265885,,,
1743,-0.00409994,1097,-0.0050494,,,
1744,-0.00118929,183,-0.00310895,,,
1745,-0.00280794,183,-0.00280794,,,
1746,-0.014326,548,-0.0152495,,,
1747,0.0010976,183,-0.00040781,,,
1748,0.00272813,183,-0.000272833,,,
1749,-0.000513915,183,-0.00101457,,,
1750,-0.0147135,367,-0.017701,,,
1751,0.00184542,183,-0.000951106,,,
1752,0.0015304,183,-0.00299184,,,
1753,-0.00297646,367,-0.00475074,,,
1754,0.000106911,183,-0.000334718,,,
1755,0.000355932,183,-9.80E-05,,,
1756,-0.00308523,548,-0.0060084,,,
1757,0.00370785,183,-0.00123183,,,
1758,0.00330686,183,-0.000209858,,,
1759,8.44E-05,183,-0.000889931,,,
1760,-0.000415259,183,-0.00230194,,,
1761,-0.00138608,183,-0.00142008,,,
1762,-0.048507,1097,-0.0513789,,,
1763,0.00143961,183,-0.00184656,,,
1764,0.00148709,183,-0.00071933,,,
1765,0.0074165,183,-0.00067438,,,
1766,0.00305662,183,-0.00291663,,,
1767,0.00953089,183,-0.000199496,,,
1768,-0.010106,183,-0.010106,,,
1769,-0.00466316,183,-0.0058384,,,
1770,-0.0043289,548,-0.00613023,,,
1771,-0.00471586,367,-0.00628618,,,
1772,-0.00555257,1097,-0.0167102,,,
1773,-0.002693,183,-0.00270331,,,
1774,0.00346506,1097,-0.00899589,,,
1775,-0.00497242,183,-0.00499304,,,
1776,2.46E-05,183,-0.000760004,,,
1777,-0.00315428,367,-0.00448713,,,
1778,-0.0237735,183,-0.0237735,,,
1779,0.00197047,1097,-0.00543575,,,
1780,-0.00121375,367,-0.00195993,,,
1781,-0.00385411,183,-0.00385411,,,
1782,-0.000328255,183,-0.00131273,,,
1783,0.000500545,367,-0.00630993,,,
1784,0.000520123,183,-0.000323905,,,
1785,0.00249232,367,-0.000201555,,,
1786,0.0031144,367,-0.000358625,,,
1787,-0.0170993,183,-0.0170993,,,
1788,0.00342393,183,-0.000386856,,,
1789,0.00113414,183,-0.00230078,,,
1790,-0.0136105,183,-0.0136105,,,
1791,-0.00357697,183,-0.00403668,,,
1792,-0.00653405,183,-0.00809989,,,
1793,0.0021656,183,-0.0012328,,,
1794,-0.00602041,367,-0.00602041,,,
1795,0.00327627,183,-0.000134767,,,
1796,0.0109928,732,-0.00236791,,,
1797,-0.00274539,183,-0.00308985,,,
1798,-0.00623697,1097,-0.00636987,,,
1799,-0.00230576,183,-0.00287086,,,
1800,5.53E-05,183,-0.00179097,,,
1801,0.00166926,183,0,,,
1802,-0.00144565,183,-0.00272554,,,
1803,0.00556272,183,-0.000358883,,,
1804,0.0043318,1097,-0.00461051,,,
1805,-0.00100805,183,-0.00117916,,,
1806,0.00430062,183,-0.00161796,,,
1807,0.00268618,1097,-0.00388404,,,
1808,-0.00663731,548,-0.00663731,,,
1809,-0.00517167,183,-0.00525887,,,
1810,0.000665313,548,-0.0105102,,,
1811,0.00218936,183,-0.000346607,,,
1812,-0.000244359,183,-0.000808131,,,
1813,-0.000281142,183,-0.00199974,,,
1814,0.000360448,183,-0.00217206,,,
1815,-0.00440515,183,-0.00476854,,,
1816,-0.000923179,183,-0.00111599,,,
1817,0.000453879,183,-0.00284666,,,
1818,0.000383286,183,-0.000400101,,,
1819,-0.00629085,183,-0.00629085,,,
1820,0.000816634,183,0,,,
1821,0.0031488,183,-0.000325053,,,
1822,0.000140928,367,-0.000986182,,,
1823,-0.00195281,732,-0.0033561,,,
1824,0.000629975,183,-0.00311348,,,
1825,-0.00260249,183,-0.00274699,,,
1826,0.0155973,1097,-0.00364514,,,
1827,-0.00395611,183,-0.00465082,,,
1828,-0.00246988,183,-0.00298647,,,
1829,-0.0230383,183,-0.0230383,,,
1830,0.0075745,1097,-0.0117055,,,
1831,-0.000557085,183,-0.00111404,,,
1832,0.00116702,183,0,,,
1833,-0.00718102,548,-0.0073783,,,
1834,-0.00185142,548,-0.00410791,,,
1835,0.0013192,183,0,,,
1836,-0.00231109,183,-0.00255888,,,
1837,0.00113593,183,-0.000216981,,,
1838,0.00297849,183,-0.0014994,,,
1839,0.00315376,183,-0.00140727,,,
1840,0.0013931,183,-0.00394148,,,
1841,-0.00206216,183,-0.00222073,,,
1842,0.0374062,1097,-0.00716058,,,
1843,-0.00940816,183,-0.0107116,,,
1844,-0.000119013,183,-0.00210445,,,
1845,-0.0086791,183,-0.0086791,,,
1846,-4.32E-05,183,-0.0017679,,,
1847,0.00323069,732,-0.00209953,,,
1848,-0.00196688,183,-0.00238881,,,
1849,0.00200404,183,-9.87E-05,,,
1850,-0.000362961,548,-0.00518919,,,
1851,0.00362984,183,-0.000290086,,,
1852,0.00227375,183,-1.05E-05,,,
1853,0.00368892,183,-0.00106562,,,
1854,0.000522822,183,-0.000926385,,,
1855,-0.000554209,183,-0.00382958,,,
1856,0.000773664,183,-0.000162236,,,
1857,0.000127106,183,-0.000911733,,,
1858,-0.0469687,1097,-0.0469687,,,
1859,0.000541917,183,-0.000512546,,,
1860,0.00313027,183,-0.000486208,,,
1861,0.00184274,183,-0.000181351,,,
1862,0.00167295,183,-0.00071687,,,
1863,0.00802253,183,-4.75E-05,,,
1864,-0.00284914,183,-0.00380308,,,
1865,0.000538483,183,-0.000327384,,,
1866,-0.00254464,183,-0.00503162,,,
1867,-0.00438754,367,-0.00593818,,,
1868,-0.000254602,183,-0.00282833,,,
1869,-0.00785602,1097,-0.00893976,,,
1870,0.00191139,183,-0.00427793,,,
1871,-0.000743989,183,-0.00194936,,,
1872,0.0010139,183,-0.000300096,,,
1873,0.000628882,183,-0.000764028,,,
1874,0.00645543,183,-0.000598844,,,
1875,-0.000841053,367,-0.00662394,,,
1876,0.00117466,183,-0.000350206,,,
1877,0.00146058,183,-0.000530651,,,
1878,0.000239354,183,-0.000847924,,,
1879,0.00143714,183,-0.00123716,,,
1880,0.00231587,183,-0.000665822,,,
1881,0.00291749,183,-0.00168837,,,
1882,-0.0195047,183,-0.0195047,,,
1883,0.00289247,183,-0.00303203,,,
1884,0.00505805,183,-0.000520661,,,
1885,0.00250103,367,-0.00618912,,,
1886,0.000207813,183,-0.0022246,,,
1887,0.00206327,183,-0.000722169,,,
1888,-0.000616898,183,-0.00123934,,,
1889,-0.000936249,183,-0.00248186,,,
1890,-0.00220461,1097,-0.00336916,,,
1891,-0.00269369,183,-0.00371319,,,
1892,0.00195789,183,-0.00123735,,,
1893,0.0212514,367,-0.00221189,,,
1894,0.00109044,183,-0.00110233,,,
1895,0.000708014,183,-0.00157375,,,
1896,0.000782888,183,-0.00041665,,,
1897,6.61E-05,183,-0.00216966,,,
1898,-0.000893579,183,-0.00337677,,,
1899,-0.00696292,183,-0.00696292,,,
1900,0.00170181,183,-0.00058282,,,
1901,-0.00659178,1097,-0.0102919,,,
1902,-0.0193674,183,-0.0193674,,,
1903,-0.0010277,183,-0.00167052,,,
1904,-0.00131274,183,-0.00137241,,,
1905,0.00175716,183,-0.000477245,,,
1906,-0.00254657,183,-0.00314167,,,
1907,-0.00632037,183,-0.00678053,,,
1908,-0.00820397,913,-0.00855474,,,
1909,0.0027842,183,-8.88E-05,,,
1910,-0.000181127,183,-0.00146407,,,
1911,0.00304139,367,-0.00041575,,,
1912,-0.00224387,183,-0.00224805,,,
1913,-0.000932834,183,-0.00151956,,,
1914,-5.11E-05,183,-0.000352029,,,
1915,-0.00549067,367,-0.00549067,,,
1916,-0.00468072,548,-0.00714212,,,
1917,0.00386234,183,-0.000308604,,,
1918,0.00063172,548,-0.00394867,,,
1919,-0.00549366,183,-0.00549366,,,
1920,-0.00307211,183,-0.00427419,,,
1921,0.00121631,183,-0.000580921,,,
1922,-0.00437034,548,-0.00744249,,,
1923,-0.00115676,183,-0.00136174,,,
1924,-0.00427287,183,-0.00473155,,,
1925,-0.00241431,1097,-0.00273189,,,
1926,0.00511129,183,0,,,
1927,-0.00345034,183,-0.00526859,,,
1928,-0.000390245,183,-0.00137652,,,
1929,-0.000664175,183,-0.00190749,,,
1930,-0.00160599,913,-0.0104795,,,
1931,0.00570561,183,-0.000725891,,,
1932,-0.000356558,183,-0.0017595,,,
1933,0.00659922,367,0,,,
1934,-0.0109603,913,-0.011335,,,
1935,0.00650268,183,-0.000321802,,,
1936,-0.00127907,183,-0.00150479,,,
1937,0.000621097,183,-0.000686089,,,
1938,0.00284241,183,-0.000504286,,,
1939,-0.00384812,183,-0.00384826,,,
1940,-0.000916431,183,-0.00130213,,,
1941,-0.000585597,183,-0.00242104,,,
1942,-0.000953369,183,-0.0021952,,,
1943,-0.00274371,548,-0.00559587,,,
1944,0.00130292,183,-0.000463243,,,
1945,-0.00289726,183,-0.0030926,,,
1946,-0.00160752,183,-0.00224942,,,
1947,-0.00655553,1097,-0.00700984,,,
1948,-0.000451213,367,-0.00248813,,,
1949,-0.000634965,183,-0.00110442,,,
1950,0.00657235,548,-0.00194122,,,
1951,-0.0162332,1097,-0.0167181,,,
1952,-0.000493814,183,-0.000941549,,,
1953,-0.00233477,183,-0.00342271,,,
1954,-0.000706987,183,-0.000954093,,,
1955,0.00873454,548,-0.00118158,,,
1956,-0.00090169,183,-0.00108973,,,
1957,-0.02066,183,-0.02066,,,
1958,-0.000191568,183,-0.00277569,,,
1959,-0.00919843,1097,-0.00949346,,,
1960,-0.00282378,183,-0.00482067,,,
1961,4.92E-05,1097,-0.000269593,,,
1962,-0.0211554,183,-0.0211554,,,
1963,0.00819637,548,-0.00296666,,,
1964,-0.00963285,367,-0.0100887,,,
1965,0.000368463,183,-0.00180312,,,
1966,-0.00304543,183,-0.00354293,,,
1967,-0.00161103,183,-0.00161103,,,
1968,0.00125517,183,0,,,
1969,0.000815001,183,-0.00320618,,,
1970,0.000195383,183,-0.000679473,,,
1971,-0.00561611,183,-0.00580505,,,
1972,-0.00696747,367,-0.00696747,,,
1973,-0.0276044,1097,-0.0278593,,,
1974,-0.00134862,183,-0.00375948,,,
1975,-0.000695683,183,-0.0029286,,,
1976,0.00449287,183,-0.00128558,,,
1977,-0.00378994,913,-0.00956414,,,
1978,-0.00715217,1097,-0.00769281,,,
1979,0.00454909,367,-7.44E-06,,,
1980,0.002146,183,-0.00123718,,,
1981,-1.85E-05,183,-0.000293308,,,
1982,-0.012937,183,-0.012937,,,
1983,0.0109693,183,-0.000392292,,,
1984,-0.000688959,183,-0.00255772,,,
1985,0.00123325,1097,-0.000901907,,,
1986,0.00321762,183,-0.00121447,,,
1987,-0.108365,1097,-0.108365,,,
1988,0.0395163,367,-0.00520856,,,
1989,-0.000677058,732,-0.00756302,,,
1990,-0.00635029,367,-0.00805378,,,
1991,-0.00215034,183,-0.00303453,,,
1992,0.00595073,732,-0.00494482,,,
1993,-0.00405637,183,-0.00423049,,,
1994,-0.00491395,367,-0.009201,,,
1995,-0.0123832,1097,-0.0145022,,,
1996,-0.00176647,183,-0.00191846,,,
1997,0.00629205,183,-0.000245378,,,
1998,-0.0129772,1097,-0.0129772,,,
1999,0.0031217,367,-0.000725413,,,
2000,-0.0047068,183,-0.0047068,,,
2001,-0.000378169,183,-0.000580062,,,
2002,0.0112094,1097,-0.00169094,,,
2003,-0.00801046,1097,-0.00813623,,,
2004,-0.0410123,1097,-0.0451091,,,
2005,-0.0022848,183,-0.00354085,,,
2006,-0.000161078,183,-0.00122694,,,
2007,0.0129774,183,-0.000235385,,,
2008,0.00245126,732,-0.00273681,,,
2009,-0.000537142,1097,-0.00125221,,,
2010,0.000777159,183,-0.000283623,,,
2011,-0.00979147,548,-0.00979147,,,
2012,0.000997396,367,-0.00286657,,,
2013,0.00543897,183,-0.000202986,,,
2014,-0.00187219,183,-0.00189039,,,
2015,0.000915079,183,-0.000489621,,,
2016,0.00400828,367,-0.00181776,,,
2017,0.00349178,183,-0.00227276,,,
2018,0.000753275,183,-0.000506353,,,
2019,0.00246319,183,-3.73E-05,,,
2020,-0.000326184,183,-0.00087838,,,
2021,-0.0104975,183,-0.0104975,,,
2022,-0.00275914,183,-0.0033925,,,
2023,-0.00037398,183,-0.00189877,,,
2024,-0.00102387,183,-0.00115662,,,
2025,0.00211188,183,-0.00118192,,,
2026,0.00143319,367,-0.00190851,,,
2027,0.00497906,1097,-0.00199533,,,
2028,-0.000852896,367,-0.00219446,,,
2029,0.0231633,1097,-0.00934069,,,
2030,0.00201164,183,-0.00202627,,,
2031,-5.56E-05,183,-0.00114603,,,
2032,-0.00105833,183,-0.00159088,,,
2033,0.0206012,1097,-0.00597465,,,
2034,-0.0119512,1097,-0.0121158,,,
2035,-0.00586004,367,-0.00947002,,,
2036,0.00180116,183,0,,,
2037,0.000441657,183,-0.00144745,,,
2038,-0.00400884,183,-0.00404437,,,
2039,-0.000838533,183,-0.00224188,,,
2040,0.00257731,183,-0.00169607,,,
2041,0.0079104,183,-0.000630174,,,
2042,0.00188071,183,-0.000279158,,,
2043,0.000281771,183,-0.000353193,,,
2044,0.00507675,183,-0.00012514,,,
2045,-0.0138433,183,-0.0138433,,,
2046,0.00427469,548,-0.00201186,,,
2047,-0.000478585,183,-0.000630272,,,
2048,-0.00010875,183,-0.000499027,,,
2049,-0.0194635,183,-0.0194635,,,
2050,-0.00474978,183,-0.00654629,,,
2051,-0.00998994,1097,-0.033216,,,
2052,0.00258072,548,-0.000544537,,,
2053,0.0046333,913,-0.00299965,,,
2054,0.00275271,183,-0.00197144,,,
2055,0.000950126,183,-0.00128736,,,
2056,-8.89E-05,183,-0.00129154,,,
2057,-0.00242422,183,-0.00497739,,,
2058,0.000143575,183,-0.00135666,,,
2059,0.000383367,183,-0.000400724,,,
2060,0.00214251,183,-0.00251028,,,
2061,0.00167377,183,-0.00144726,,,
2062,-0.00124734,183,-0.0017233,,,
2063,-0.00668472,1097,-0.0327856,,,
2064,-0.0155053,1097,-0.0168983,,,
2065,0.000473304,913,-0.00958185,,,
2066,-0.00959697,548,-0.00959697,,,
2067,-0.00101759,183,-0.00245165,,,
2068,-0.000198282,183,-0.00112282,,,
2069,0.00431663,183,-0.000706049,,,
2070,-0.000969131,183,-0.0023032,,,
2071,0.00102757,183,-5.18E-05,,,
2072,0.00218863,183,-0.00011152,,,
2073,0.00266023,183,-0.000349748,,,
2074,-0.000416777,183,-0.000542189,,,
2075,-0.00418566,1097,-0.0062591,,,
2076,0.00377482,183,-0.000400256,,,
2077,0.00374501,183,0,,,
2078,-0.00354483,367,-0.00376138,,,
2079,0.00361209,367,-0.000849423,,,
2080,-0.00175164,367,-0.00856102,,,
2081,0.00358237,367,-0.00205029,,,
2082,-0.00153455,183,-0.00385156,,,
2083,0.000881196,1097,-0.0148793,,,
2084,0.00024483,183,-0.00128558,,,
2085,-0.00123623,183,-0.00123623,,,
2086,-0.000867975,183,-0.00187093,,,
2087,0.00372727,1097,0,,,
2088,-0.000739087,183,-0.00185662,,,
2089,-0.000242155,183,-0.000952667,,,
2090,-0.0215405,367,-0.0215405,,,
2091,-0.00193651,1097,-0.00390228,,,
2092,-0.0026053,183,-0.0036554,,,
2093,0.000248234,183,-0.000399895,,,
2094,-0.0105731,1097,-0.0107854,,,
2095,-0.000518667,183,-0.00149382,,,
2096,-0.00097823,183,-0.00176588,,,
2097,-0.0217675,548,-0.0217675,,,
2098,0.00252049,183,-2.28E-06,,,
2099,-0.00110702,367,-0.0023814,,,
2100,0.00298953,183,-0.000634132,,,
2101,0.00276869,732,-0.00388047,,,
2102,-0.00369616,367,-0.0110147,,,
2103,-0.00067558,183,-0.000802231,,,
2104,5.20E-05,183,-0.00379527,,,
2105,-0.00336124,183,-0.00336124,,,
2106,0.0016952,183,-0.000389263,,,
2107,-0.000565094,183,-0.0016476,,,
2108,-0.0680043,1097,-0.0680043,,,
2109,-0.000910176,183,-0.00117727,,,
2110,-0.000328897,183,-0.000513892,,,
2111,0.00163376,183,-0.000294676,,,
2112,0.00412179,183,-0.000254075,,,
2113,0.000452403,1097,-0.00193522,,,
2114,0.00256652,1097,-0.00150087,,,
2115,-0.0253388,1097,-0.0253388,,,
2116,-0.00472118,183,-0.00517721,,,
2117,0.0025665,183,0,,,
2118,0.00734652,1097,-0.00506684,,,
2119,-0.000695955,183,-0.000881285,,,
2120,6.01E-05,183,-0.00173921,,,
2121,0.00772686,1097,-0.00439595,,,
2122,0.00610764,183,-0.000493453,,,
2123,0.000605221,183,-0.00169441,,,
2124,-0.0214503,1097,-0.021562,,,
2125,-0.000347974,183,-0.000350612,,,
2126,-0.000426191,183,-0.00193895,,,
2127,-0.00537075,183,-0.00539808,,,
2128,0.00250574,183,-0.000774839,,,
2129,-0.00243262,183,-0.00315067,,,
2130,-0.000950847,183,-0.00454453,,,
2131,-0.00753108,183,-0.00753108,,,
2132,-0.00129716,732,-0.00229527,,,
2133,-0.00250203,183,-0.00264501,,,
2134,0.000645407,183,-0.000121343,,,
2135,0.00389249,183,-0.000624097,,,
2136,0.00590007,183,-8.57E-05,,,
2137,0.00375257,1097,-0.00400103,,,
2138,-0.00371684,183,-0.00372246,,,
2139,0.00118163,183,-0.000102276,,,
2140,-0.000960774,1097,-0.00637119,,,
2141,0.0007628,183,-0.000278852,,,
2142,-0.00318533,183,-0.00407302,,,
2143,-0.00728063,183,-0.00752154,,,
2144,-0.000140087,183,-0.00118547,,,
2145,-8.35E-05,183,-0.000804722,,,
2146,-0.000361433,548,-0.00583079,,,
2147,0.0012842,183,-0.000412352,,,
2148,-0.00530693,548,-0.0103168,,,
2149,-0.00231551,183,-0.00422324,,,
2150,0.00146615,183,-0.00311469,,,
2151,-0.00815564,1097,-0.0178243,,,
2152,-0.0073211,548,-0.00875022,,,
2153,0.00482458,183,-4.26E-05,,,
2154,-0.00196645,183,-0.00319181,,,
2155,-0.00111081,183,-0.00195298,,,
2156,-0.00136291,183,-0.00280301,,,
2157,0.000212871,183,-0.00178065,,,
2158,-0.00542465,1097,-0.00637101,,,
2159,0.000922571,548,-0.00359676,,,
2160,0.000319467,183,-0.0013583,,,
2161,-0.0169485,1097,-0.0169485,,,
2162,0.00201527,183,-6.61E-05,,,
2163,-0.0030177,367,-0.0059858,,,
2164,-0.0013836,913,-0.00334768,,,
2165,0.00215419,1097,-0.00161351,,,
2166,-0.00342486,183,-0.00367384,,,
2167,0.00143334,183,-0.00411352,,,
2168,0.000379404,183,-0.00020331,,,
2169,-0.00256575,183,-0.00300388,,,
2170,-0.000814844,183,-0.0022002,,,
2171,0.003218,183,-0.000415913,,,
2172,0.000284946,183,-0.0010094,,,
2173,0.00147993,183,-0.000258383,,,
2174,-0.00239384,183,-0.00276798,,,
2175,-5.56E-06,183,-0.00128497,,,
2176,-0.00299204,548,-0.00533184,,,
2177,-0.000530445,183,-0.000933507,,,
2178,-0.00189565,183,-0.00203672,,,
2179,-0.00181012,183,-0.00187561,,,
2180,-0.00354375,183,-0.00374329,,,
2181,-0.0219753,1097,-0.0219753,,,
2182,-0.00340756,183,-0.00452121,,,
2183,0.000842175,183,-0.000749678,,,
2184,0.00719594,548,-0.0020781,,,
2185,0.00836986,732,-0.00224328,,,
2186,-0.00410006,367,-0.00865645,,,
2187,0.00139563,183,-0.00273165,,,
2188,-0.0104424,183,-0.0104424,,,
2189,-0.000372755,183,-0.000650842,,,
2190,-0.0082847,183,-0.00891655,,,
2191,-0.00765579,1097,-0.00894739,,,
2192,-0.0213273,1097,-0.0304904,,,
2193,0.00283702,183,-0.00128693,,,
2194,-0.0135218,1097,-0.0136656,,,
2195,0.00078066,183,-0.00269626,,,
2196,0.00287178,183,-0.00181416,,,
2197,-0.00119361,183,-0.00202624,,,
2198,-1.32E-05,367,-0.00295152,,,
2199,-0.00245812,183,-0.00249361,,,
2200,0.00688671,183,-0.00237209,,,
2201,-0.0136463,183,-0.0136463,,,
2202,0.00122719,183,-0.000352379,,,
2203,0.00111561,367,-0.0027419,,,
2204,-0.00462832,732,-0.00615988,,,
2205,-0.00108542,183,-0.0017408,,,
2206,-0.00355113,183,-0.00372214,,,
2207,-0.002128,183,-0.0023787,,,
2208,0.00682821,548,-0.000873004,,,
2209,-0.00225642,183,-0.00225642,,,
2210,-0.00093875,183,-0.00271322,,,
2211,-0.00313659,183,-0.00355711,,,
2212,0.00265481,183,-4.80E-05,,,
2213,0.000763482,183,-0.00201764,,,
2214,0.00188867,183,-0.00194766,,,
2215,-0.00400214,183,-0.00522108,,,
2216,-0.00446661,183,-0.00541047,,,
2217,-0.0128757,548,-0.0128757,,,
2218,0.00231534,183,-8.85E-05,,,
2219,-0.000361152,183,-0.00264194,,,
2220,0.00579295,1097,-0.000910096,,,
2221,-0.0012131,183,-0.003088,,,
2222,-0.00149924,183,-0.00389816,,,
2223,-0.00491227,367,-0.00491227,,,
2224,-0.00195179,183,-0.00260848,,,
2225,0.00396745,183,-0.00040803,,,
2226,-0.00209619,183,-0.00218137,,,
2227,0.01363,913,-0.00269268,,,
2228,0.00604559,548,-0.00431182,,,
2229,-0.0033167,183,-0.00333535,,,
2230,-0.00162088,183,-0.00315428,,,
2231,-0.00555755,183,-0.00585429,,,
2232,-0.0144535,367,-0.0144535,,,
2233,-0.00326664,183,-0.00349952,,,
2234,0.00191673,183,-0.000775529,,,
2235,0.000567767,183,-0.000427627,,,
2236,0.00253677,183,-0.000666025,,,
2237,-0.00097529,367,-0.00237609,,,
2238,-0.00198972,183,-0.00209004,,,
2239,0.00169375,548,-0.00652248,,,
2240,-0.00556764,367,-0.0057455,,,
2241,-0.00166688,183,-0.00413941,,,
2242,-0.00154899,183,-0.00197294,,,
2243,0.000605656,183,-0.000143548,,,
2244,0.00398957,183,-0.00135304,,,
2245,0.00132281,183,-0.0010156,,,
2246,0.00164491,548,-0.00368071,,,
2247,0.00157464,183,-0.000522247,,,
2248,-0.00220512,183,-0.00265133,,,
2249,-0.00297003,367,-0.00673978,,,
2250,-0.00419075,183,-0.00419075,,,
2251,-0.00297567,367,-0.00485114,,,
2252,-0.00218905,367,-0.0031921,,,
2253,-0.00219641,183,-0.00221091,,,
2254,0.00120466,183,-0.000225328,,,
2255,-0.000483895,183,-0.0016812,,,
2256,-0.00178068,183,-0.00253599,,,
2257,-0.00171173,183,-0.00310003,,,
2258,-0.00312103,183,-0.00312103,,,
2259,-0.000838715,183,-0.00126739,,,
2260,-0.00979073,548,-0.00979073,,,
2261,0.000937636,183,-0.000479039,,,
2262,0.00217496,183,-0.000183093,,,
2263,-0.00767164,367,-0.00767164,,,
2264,-0.0130528,1097,-0.0148787,,,
2265,-0.000935333,367,-0.00539223,,,
2266,-0.000937138,1097,-0.00531248,,,
2267,0.001413,183,-0.000288962,,,
2268,0.00164126,183,0,,,
2269,-0.000131931,183,-0.00086181,,,
2270,-0.00402088,1097,-0.0040788,,,
2271,-0.00343804,183,-0.00404063,,,
2272,-0.00277069,183,-0.00320201,,,
2273,-0.004046,183,-0.00409903,,,
2274,-0.000814322,183,-0.00105934,,,
2275,0.0048888,183,-0.000975394,,,
2276,0.0553161,367,-0.000603801,,,
2277,-0.000317168,183,-0.00115936,,,
2278,0.0025758,183,-0.000689594,,,
2279,-0.0110796,1097,-0.0110796,,,
2280,0.00523165,183,-0.00180426,,,
2281,0.00397034,183,-0.00142835,,,
2282,-0.00327496,367,-0.00706142,,,
2283,-0.00116881,367,-0.00494983,,,
